"company_name","company_domain","playbook_name","location","size_band"
"Praher Plastics Austria GmbH","praher-plastics.com","Micro Molding","Austria","50+"
"RICO Elastomere Projecting GmbH","rico.at","Micro Molding","Austria","50+"
"Rupert Fertinger GmbH","fertinger.at","Micro Molding","Austria","50+"
"Seal Maker","seal-maker.com","Micro Molding","Austria","50+"
"Semperit AG Holding","semperitgroup.com","Micro Molding","Austria","50+"
"Sony DADC","sonydadc.com","Micro Molding","Austria","50+"
"Starlim Spritzguss GmbH","starlim-sterner.com","Micro Molding","Austria","50+"
"STIWA Group","stiwa.com","Micro Molding","Austria","50+"
"SWACRIT systems GmbH","swacritsystems.com","Micro Molding","Austria","50+"
"Swarovski Optik KG","swarovskioptik.com","Micro Molding","Austria","50+"
"Tridonic GmbH & Co KG","tridonic.com","Micro Molding","Austria","50+"
"Tyrolit Group","tyrolit.com","Micro Molding","Austria","50+"
"Aero Pump GmbH","aeropump.de","Micro Molding","Germany","50+"
"Aesculap AG","aesculap.com","Micro Molding","Germany","50+"
"Aesculap AG","aesculap.de","Micro Molding","Germany","50+"
"Alfmeier Präzision SE","alfmeier.de","Micro Molding","Germany","50+"
"Alfred Kärcher SE & Co. KG","kaercher.com","Micro Molding","Germany","50+"
"Allit AG Kunststofftechnik","allit.de","Micro Molding","Germany","50+"
"Andreas Hettich GmbH & Co. KG","hettichlab.com","Micro Molding","Germany","50+"
"Andreas Stihl AG & Co. KG","stihl.de","Micro Molding","Germany","50+"
"B&W International GmbH","b-w-international.com","Micro Molding","Germany","50+"
"B. Braun SE","bbraun.com","Micro Molding","Germany","50+"
"Bakic Group","bakic.com","Micro Molding","Germany","50+"
"Balluff GmbH","balluff.com","Micro Molding","Germany","50+"
"Bauerfeind AG","bauerfeind.com","Micro Molding","Germany","50+"
"BERICAP GmbH & Co. KG","bericap.com","Micro Molding","Germany","50+"
"Bernstein AG","bernstein.eu","Micro Molding","Germany","50+"
"BIW Isolierstoffe GmbH","biw.de","Micro Molding","Germany","50+"
"BOPLA Gehäuse Systeme GmbH","bopla.de","Micro Molding","Germany","50+"
"BOWA-electronic GmbH & Co. KG","bowa-medical.com","Micro Molding","Germany","50+"
"BRAND GmbH + CO KG","brand.de","Micro Molding","Germany","50+"
"Braunform GmbH","braunform.com","Micro Molding","Germany","50+"
"bredent GmbH & Co. KG","bredent.com","Micro Molding","Germany","50+"
"Bürkert Werke GmbH & Co. KG","buerkert.com","Micro Molding","Germany","50+"
"C.F. Maier-Firmengruppe","c-f-maier.de","Micro Molding","Germany","50+"
"CeramTec GmbH","ceramtec.com","Micro Molding","Germany","50+"
"CEROBEAR GmbH","cerobear.de","Micro Molding","Germany","50+"
"Coko-Werk GmbH & Co. KG","coko-werk.de","Micro Molding","Germany","50+"
"CONTA-CLIP Verbindungstechnik GmbH","conta-clip.de","Micro Molding","Germany","50+"
"ContiTech AG","contitech.de","Micro Molding","Germany","50+"
"Coroplast Fritz Müller GmbH & Co. KG","coroplast.de","Micro Molding","Germany","50+"
"Deutsche Technoplast GmbH","deutsche-technoplast.com","Micro Molding","Germany","50+"
"Dichtungstechnik Wallstabe & Schneider GmbH & Co. KG","wallstabe-schneider.com","Micro Molding","Germany","50+"
"Diepersdorf Plastic Manufacturing GmbH","plastic-manufacturing.com","Micro Molding","Germany","50+"
"DOCERAM GmbH","doceram.com","Micro Molding","Germany","50+"
"Dr. Schneider Unternehmensgruppe","dr-schneider.com","Micro Molding","Germany","50+"
"Dreve Gruppe","dreve.de","Micro Molding","Germany","50+"
"Drägerwerk AG & Co. KGaA","draeger.com","Micro Molding","Germany","50+"
"Effbe GmbH","effbe.com","Micro Molding","Germany","50+"
"Eissmann Group Automotive","eissmann.com","Micro Molding","Germany","50+"
"elasto GmbH & Co. KG","elasto.de","Micro Molding","Germany","50+"
"Elastomer Solutions Group","elastomer-solutions.com","Micro Molding","Germany","50+"
"Elkamet Kunststofftechnik GmbH","elkamet.de","Micro Molding","Germany","50+"
"Elkamet Plastics Engineering","elkamet.com","Micro Molding","Germany","50+"
"ElringKlinger Kunststofftechnik GmbH","elringklinger-kunststoff.de","Micro Molding","Germany","50+"
"EMKA Beschlagteile","emka.com","Micro Molding","Germany","50+"
"ENGESER GmbH","engeser.com","Micro Molding","Germany","50+"
"Ensinger GmbH","ensingerplastics.com","Micro Molding","Germany","50+"
"Eppendorf SE","eppendorf.com","Micro Molding","Germany","50+"
"ept GmbH","ept.de","Micro Molding","Germany","50+"
"Erbe Elektromedizin GmbH","erbe-med.com","Micro Molding","Germany","50+"
"Erdrich Umformtechnik GmbH","erdrich.com","Micro Molding","Germany","50+"
"Erwin Quarder Group","quarder.de","Micro Molding","Germany","50+"
"ESCHA GmbH & Co. KG","escha.net","Micro Molding","Germany","50+"
"Etimex Technical Components","etimex.global","Micro Molding","Germany","50+"
"EuWe Eugen Wexler GmbH & Co. KG","euwe.com","Micro Molding","Germany","50+"
"f-tronic GmbH","f-tronic.de","Micro Molding","Germany","50+"
"Faber-Castell AG","faber-castell.com","Micro Molding","Germany","50+"
"FEP Fahrzeugelektrik Pirna GmbH & Co. KG","fepz.de","Micro Molding","Germany","50+"
"Festo SE & Co. KG","festo.com","Micro Molding","Germany","50+"
"FEURER","feurer.com","Micro Molding","Germany","50+"
"framas Kunststofftechnik GmbH","framas.com","Micro Molding","Germany","50+"
"Frank plastic AG","frank-plastic.de","Micro Molding","Germany","50+"
"Franke GmbH","franke-gmbh.com","Micro Molding","Germany","50+"
"Franz Morat Group","franz-morat.com","Micro Molding","Germany","50+"
"Fresenius Kabi AG","fresenius-kabi.com","Micro Molding","Germany","50+"
"Freudenberg Medical GmbH","freudenbergmedical.com","Micro Molding","Germany","50+"
"Freudenberg Sealing Technologies GmbH & Co. KG","fst.com","Micro Molding","Germany","50+"
"FRIATEC GmbH","friatec.de","Micro Molding","Germany","50+"
"Fried Kunststofftechnik GmbH","fried.de","Micro Molding","Germany","50+"
"FRÖTEK-Kunststofftechnik GmbH","froetekgroup.com","Micro Molding","Germany","50+"
"FWB Kunststofftechnik GmbH","fwb-gmbh.de","Micro Molding","Germany","50+"
"Gaplast GmbH","gaplast.de","Micro Molding","Germany","50+"
"GARDENA GmbH","gardena.com","Micro Molding","Germany","50+"
"Gaudlitz GmbH","gaudlitz.de","Micro Molding","Germany","50+"
"GAUDLITZ GmbH","gaudlitz.com","Micro Molding","Germany","50+"
"GEALAN Formteile GmbH","gealan.com","Micro Molding","Germany","50+"
"Gebr. Brasseler GmbH & Co. KG (Komet Dental)","kometdental.de","Micro Molding","Germany","50+"
"Geiger Automotive GmbH","geigerautomotive.com","Micro Molding","Germany","50+"
"Geiger Gruppe","geigergruppe.com","Micro Molding","Germany","50+"
"Geister Medizintechnik GmbH","geister.com","Micro Molding","Germany","50+"
"GEKA GmbH","geka-world.com","Micro Molding","Germany","50+"
"geobra Brandstätter Stiftung & Co. KG","brandstaetter-group.com","Micro Molding","Germany","50+"
"Gerhard Weber Kunststoff-Verarbeitung GmbH","weber-kunststofftechnik.de","Micro Molding","Germany","50+"
"GERHARDI Group","gerhardi.com","Micro Molding","Germany","50+"
"Gerresheimer AG","gerresheimer.com","Micro Molding","Germany","50+"
"Geuder AG","geuder.com","Micro Molding","Germany","50+"
"Geuder AG","geuder.de","Micro Molding","Germany","50+"
"GKN Powder Metallurgy","gknpm.com","Micro Molding","Germany","50+"
"Grohe AG","grohe.com","Micro Molding","Germany","50+"
"Gronbach GmbH","gronbach.com","Micro Molding","Germany","50+"
"GRW Gebr. Reinfurt GmbH & Co. KG","grw.de","Micro Molding","Germany","50+"
"Gubesch Group","gubesch-group.de","Micro Molding","Germany","50+"
"Gutekunst Federn","federnshop.com","Micro Molding","Germany","50+"
"H&T Presspart","presspart.com","Micro Molding","Germany","50+"
"H.C. Starck Tungsten GmbH","hcstarck.com","Micro Molding","Germany","50+"
"Hans Turck GmbH & Co. KG","turck.com","Micro Molding","Germany","50+"
"Hansgrohe SE","hansgrohe.com","Micro Molding","Germany","50+"
"Hechinger Unternehmensgruppe","hechinger.de","Micro Molding","Germany","50+"
"HELLA GmbH & Co. KGaA","hella.com","Micro Molding","Germany","50+"
"HellermannTyton Deutschland","hellermanntyton.de","Micro Molding","Germany","50+"
"Heraeus Medical GmbH","heraeus-medical.com","Micro Molding","Germany","50+"
"HIK GmbH","hik-solutions.com","Micro Molding","Germany","50+"
"HUBER+SUHNER Cube Optics AG","cubeoptics.com","Micro Molding","Germany","50+"
"Härter Stanztechnik GmbH","haerter.com","Micro Molding","Germany","50+"
"ifm electronic GmbH","ifm.com","Micro Molding","Germany","50+"
"igus GmbH","igus.de","Micro Molding","Germany","50+"
"IMS Connector Systems GmbH","imscs.com","Micro Molding","Germany","50+"
"Infinex Group","infinex-group.de","Micro Molding","Germany","50+"
"INTERNORM Kunststofftechnik GmbH","internorm.de","Micro Molding","Germany","50+"
"Isabellenhütte Heusler GmbH & Co. KG","isabellenhuette.de","Micro Molding","Germany","50+"
"Joma-Polytec GmbH","joma-polytec.de","Micro Molding","Germany","50+"
"Jäger Gummi und Kunststoff GmbH","jaeger-gk.com","Micro Molding","Germany","50+"
"KACO GmbH + Co. KG","kaco.de","Micro Molding","Germany","50+"
"Kaiser GmbH & Co. KG","kaiser-elektro.de","Micro Molding","Germany","50+"
"Karl Hess GmbH & Co. KG","hess-plastics.com","Micro Molding","Germany","50+"
"Karl Küfner GmbH & Co. KG","kuefner.de","Micro Molding","Germany","50+"
"KaVo Dental GmbH","kavo.com","Micro Molding","Germany","50+"
"KE Elektronik GmbH","ke-elektronik.de","Micro Molding","Germany","50+"
"KERAFOL Keramische Folien GmbH","kerafol.com","Micro Molding","Germany","50+"
"KKT Group","kkt-group.com","Micro Molding","Germany","50+"
"Kläger Spritzguss GmbH & Co. KG","klaeger.de","Micro Molding","Germany","50+"
"Knipping Kunststofftechnik","knipping.de","Micro Molding","Germany","50+"
"Koller-Gruppe","koller-gruppe.de","Micro Molding","Germany","50+"
"Konzelmann GmbH","konzelmann.com","Micro Molding","Germany","50+"
"Krallmann Gruppe","krallmann.de","Micro Molding","Germany","50+"
"KRAMSKI GmbH","kramski.com","Micro Molding","Germany","50+"
"KSB SE & Co. KGaA","ksb.com","Micro Molding","Germany","50+"
"Kulzer GmbH","kulzer.com","Micro Molding","Germany","50+"
"Kunststoff Helmbrechts AG","kunststoff-helmbrechts.de","Micro Molding","Germany","50+"
"Kunststoff Helmbrechts AG","kh.de","Micro Molding","Germany","50+"
"Leifheit AG","leifheit.de","Micro Molding","Germany","50+"
"Licharz GmbH","licharz.de","Micro Molding","Germany","50+"
"LKH Kunststoffwerk Heiligenroth GmbH & Co. KG","lkh-kunststoff.de","Micro Molding","Germany","50+"
"Löwenstein Medical SE & Co. KG","loewensteinmedical.com","Micro Molding","Germany","50+"
"MANN+HUMMEL GmbH","mann-hummel.com","Micro Molding","Germany","50+"
"mecalit GmbH","mecalit.com","Micro Molding","Germany","50+"
"medi GmbH & Co. KG","medi.de","Micro Molding","Germany","50+"
"medwork GmbH","medwork.com","Micro Molding","Germany","50+"
"Merete GmbH","merete.de","Micro Molding","Germany","50+"
"mesa parts Group","mesa-parts.com","Micro Molding","Germany","50+"
"Micro-Epsilon Messtechnik GmbH & Co. KG","micro-epsilon.de","Micro Molding","Germany","50+"
"MICROCERAM GmbH","microceram.de","Micro Molding","Germany","50+"
"Micromotion GmbH","micromotion.de","Micro Molding","Germany","50+"
"Miele & Cie. KG","miele.com","Micro Molding","Germany","50+"
"MIMplus Technologies GmbH & Co. KG","mimplus.de","Micro Molding","Germany","50+"
"MOESCHTER Group GmbH","moeschter-group.com","Micro Molding","Germany","50+"
"Murrelektronik GmbH","murrelektronik.com","Micro Molding","Germany","50+"
"murrplastik","murrplastik.com","Micro Molding","Germany","50+"
"Murtfeldt Kunststoffe GmbH & Co. KG","murtfeldt.de","Micro Molding","Germany","50+"
"myonic GmbH","myonic.com","Micro Molding","Germany","50+"
"MöllerGroup GmbH","moellergroup.com","Micro Molding","Germany","50+"
"NMH","nmh.de","Micro Molding","Germany","50+"
"NTI-Kahla GmbH","nti.de","Micro Molding","Germany","50+"
"OBO Bettermann Holding GmbH & Co. KG","obo.de","Micro Molding","Germany","50+"
"ODU GmbH & Co. KG","odu.com","Micro Molding","Germany","50+"
"OECHSLER AG","oechsler.com","Micro Molding","Germany","50+"
"OKE Group GmbH","oke-group.com","Micro Molding","Germany","50+"
"OKW Gehäusesysteme GmbH","okw.com","Micro Molding","Germany","50+"
"Optoflux Precision Solutions GmbH","optoflux.com","Micro Molding","Germany","50+"
"Ottobock SE & Co. KGaA","ottobock.com","Micro Molding","Germany","50+"
"PARAT Technology GmbH + Co. KG","parat-technology.com","Micro Molding","Germany","50+"
"PAS","pas-net.com","Micro Molding","Germany","50+"
"Pepperl+Fuchs SE","pepperl-fuchs.com","Micro Molding","Germany","50+"
"Peter Brehm GmbH","peter-brehm.de","Micro Molding","Germany","50+"
"Philippine GmbH & Co. Techn. Kunststoffe KG","philippine.de","Micro Molding","Germany","50+"
"PMG Füssen GmbH","pmgsinter.com","Micro Molding","Germany","50+"
"Polymer-Holding GmbH","polymer-gruppe.de","Micro Molding","Germany","50+"
"POLYRACK TECH-GROUP","polyrack.com","Micro Molding","Germany","50+"
"POLYTECH Health & Aesthetics","polytech-health-aesthetics.com","Micro Molding","Germany","50+"
"Primed Halberstadt Medizintechnik","primed-halberstadt.de","Micro Molding","Germany","50+"
"Progress-Werk Oberkirch AG","pwo-ag.com","Micro Molding","Germany","50+"
"PSZ electronic GmbH","psz-electronic.com","Micro Molding","Germany","50+"
"PVS Plastics Group","pvs-plastics.net","Micro Molding","Germany","50+"
"Pöppelmann GmbH & Co. KG","poeppelmann.com","Micro Molding","Germany","50+"
"RAFI GmbH & Co. KG","rafi.de","Micro Molding","Germany","50+"
"Raumedic AG","raumedic.com","Micro Molding","Germany","50+"
"Rauschert GmbH","rauschert.com","Micro Molding","Germany","50+"
"REHAU Industries SE & Co. KG","rehau.com","Micro Molding","Germany","50+"
"Renfert GmbH","renfert.com","Micro Molding","Germany","50+"
"REUTTER GROUP","reutter-group.com","Micro Molding","Germany","50+"
"Riesselmann SE & Co. KG","riesselmann.de","Micro Molding","Germany","50+"
"Ritter GmbH","ritter-online.de","Micro Molding","Germany","50+"
"RKT Rodinger Kunststoff-Technik GmbH","rkt.de","Micro Molding","Germany","50+"
"Rodenstock GmbH","rodenstock.com","Micro Molding","Germany","50+"
"Rose Systemtechnik GmbH","rose-systemtechnik.com","Micro Molding","Germany","50+"
"Rudolf Riester GmbH","riester.de","Micro Molding","Germany","50+"
"Röchling SE & Co. KG","roechling.com","Micro Molding","Germany","50+"
"SANHUA AWECO Appliance Systems GmbH","sanhua-aweco.com","Micro Molding","Germany","50+"
"Sanner GmbH","sanner-group.com","Micro Molding","Germany","50+"
"Sarstedt AG & Co. KG","sarstedt.com","Micro Molding","Germany","50+"
"Sartorius AG","sartorius.com","Micro Molding","Germany","50+"
"sauer product GmbH","sauerproduct.com","Micro Molding","Germany","50+"
"SBS Feintechnik GmbH & Co. KG","sbs-feintechnik.de","Micro Molding","Germany","50+"
"Schaeffler AG","schaeffler.com","Micro Molding","Germany","50+"
"Scherer Gruppe","scherer-gruppe.de","Micro Molding","Germany","50+"
"Schlaeger Kunststofftechnik GmbH","schlaeger.com","Micro Molding","Germany","50+"
"Schlösser GmbH & Co. KG","schloesser-dichtungen.de","Micro Molding","Germany","50+"
"Schwan-STABILO Schwanhäußer GmbH & Co. KG","schwan-stabilo.com","Micro Molding","Germany","50+"
"Schölly Fiberoptic GmbH","schoelly.de","Micro Molding","Germany","50+"
"Schütz Dental GmbH","schuetz-dental.de","Micro Molding","Germany","50+"
"Sembach GmbH & Co. KG","sembach.de","Micro Molding","Germany","50+"
"sfm medical devices GmbH","sfm-medical.com","Micro Molding","Germany","50+"
"SGF GmbH & Co. KG","sgf.com","Micro Molding","Germany","50+"
"SICK AG","sick.com","Micro Molding","Germany","50+"
"Siegfried Hofmann GmbH","hofmann-impulsgeber.de","Micro Molding","Germany","50+"
"SILCOS GmbH","silcos.de","Micro Molding","Germany","50+"
"sinit kunststoffwerke","sinit.com","Micro Molding","Germany","50+"
"SPN Schwaben Präzision Fritz Hopf GmbH","spn-hopf.de","Micro Molding","Germany","50+"
"STAEDTLER Mars GmbH & Co. KG","staedtler.com","Micro Molding","Germany","50+"
"Sutter Medizintechnik GmbH","sutter-med.de","Micro Molding","Germany","50+"
"TB&C Outsert Center GmbH","hybrid-technologies.com","Micro Molding","Germany","50+"
"TECNO PLAST Industrietechnik GmbH","tecnoplast.de","Micro Molding","Germany","50+"
"Telegärtner Karl Gärtner GmbH","telegaertner.com","Micro Molding","Germany","50+"
"TENTE","tente.com","Micro Molding","Germany","50+"
"Tontarra Medizintechnik GmbH","tontarra.de","Micro Molding","Germany","50+"
"toolcraft AG","toolcraft.de","Micro Molding","Germany","50+"
"U.I. Lapp GmbH","lapp.com","Micro Molding","Germany","50+"
"VDW GmbH","vdw-dental.com","Micro Molding","Germany","50+"
"Ventana Deutschland GmbH & Co. KG","ventana-deutschland.de","Micro Molding","Germany","50+"
"Vibracoustic SE","vibracoustic.com","Micro Molding","Germany","50+"
"VITLAB GmbH","vitlab.com","Micro Molding","Germany","50+"
"Vp GmbH","vp-gmbh.com","Micro Molding","Germany","50+"
"WAREMA Kunststofftechnik und Maschinenbau GmbH","warema-kunststofftechnik.de","Micro Molding","Germany","50+"
"WEGU Holding GmbH","wegu.de","Micro Molding","Germany","50+"
"Weiss Kunststoffverarbeitung GmbH & Co. KG","weiss-kunststoff.de","Micro Molding","Germany","50+"
"Weißer + Grießhaber GmbH","weisser-griesshaber.de","Micro Molding","Germany","50+"
"Weppler Filter GmbH","weppler-filter.com","Micro Molding","Germany","50+"
"Wiha Werkzeuge GmbH","wiha.com","Micro Molding","Germany","50+"
"WILO SE","wilo.com","Micro Molding","Germany","50+"
"Wirthwein Medical","wirthwein-medical.com","Micro Molding","Germany","50+"
"Wirthwein SE & Co. KG","wirthwein.de","Micro Molding","Germany","50+"
"WISKA Hoppmann GmbH","wiska.com","Micro Molding","Germany","50+"
"WOCO Group","woco-group.com","Micro Molding","Germany","50+"
"Wohlrab Group","wohlrab.de","Micro Molding","Germany","50+"
"Würth Elektronik eiSos GmbH & Co. KG","we-online.com","Micro Molding","Germany","50+"
"ARENTIA, S.A.","arentia.pt","Micro Molding","Portugal","50+"
"Azemoldes","azemoldes.pt","Micro Molding","Portugal","50+"
"Bastos Viegas SA","bastosviegas.com","Micro Molding","Portugal","50+"
"biosurfit","biosurfit.com","Micro Molding","Portugal","50+"
"Bolflex","bolflex.pt","Micro Molding","Portugal","50+"
"Carfi Group","carfi.pt","Micro Molding","Portugal","50+"
"Codil","codil.pt","Micro Molding","Portugal","50+"
"Colep","colep.com","Micro Molding","Portugal","50+"
"Doureca","doureca.pt","Micro Molding","Portugal","50+"
"DRT Group","drt-group.com","Micro Molding","Portugal","50+"
"Erofio","erofio.pt","Micro Molding","Portugal","50+"
"Famolde","famolde.pt","Micro Molding","Portugal","50+"
"FAPOMED - Dispositivos Médicos, SA","fapomed.pt","Micro Molding","Portugal","50+"
"Fernando Ferro & Irmão, S.A. | M-TEC","m-tec.pt","Micro Molding","Portugal","50+"
"Fibrosom","fibrosom.com","Micro Molding","Portugal","50+"
"Frezite","frezite.com","Micro Molding","Portugal","50+"
"GLN","gln.pt","Micro Molding","Portugal","50+"
"GLN - Advanced Solutions","kpp.pt","Micro Molding","Portugal","50+"
"Grupo Moldoeste","grupomoldoeste.com","Micro Molding","Portugal","50+"
"Grupo RNM","grupornm.pt","Micro Molding","Portugal","50+"
"Iber-Oleff","iber-oleff.pt","Micro Molding","Portugal","50+"
"Iberomoldes","iberomoldes.pt","Micro Molding","Portugal","50+"
"Inapal Plásticos","inapalplasticos.pt","Micro Molding","Portugal","50+"
"InovePlastika","inoveplastika.com","Micro Molding","Portugal","50+"
"Intermolde","intermolde.pt","Micro Molding","Portugal","50+"
"ISOLAGO | COMPONIT | COMPOSTAR","isolago.com","Micro Molding","Portugal","50+"
"KLC Technical Plastics","klc.pt","Micro Molding","Portugal","50+"
"L2, SA","l2.pt","Micro Molding","Portugal","50+"
"Logoplaste","logoplaste.com","Micro Molding","Portugal","50+"
"Maia & Borges","maiaborges.com","Micro Molding","Portugal","50+"
"Manuel Champalimaud Group","manuelchampalimaud.pt","Micro Molding","Portugal","50+"
"Maxiplás","maxiplas.pt","Micro Molding","Portugal","50+"
"Microplásticos Group","microplasticos.pt","Micro Molding","Portugal","50+"
"MoldetipoGroup","moldetipo.pt","Micro Molding","Portugal","50+"
"Moldit - Industria de Moldes","moldit.pt","Micro Molding","Portugal","50+"
"MOLDIT Industries","molditindustries.com","Micro Molding","Portugal","50+"
"Moldoplastico, S.A.","moldoplastico.com","Micro Molding","Portugal","50+"
"Moliporex","moliporex.pt","Micro Molding","Portugal","50+"
"Monteiro Ribas","monteiroribas.pt","Micro Molding","Portugal","50+"
"Monteiro Ribas Indústrias, SA","monteiroribas.com","Micro Molding","Portugal","50+"
"MSTN Group","mstn.pt","Micro Molding","Portugal","50+"
"MUROPLAS","muroplas.pt","Micro Molding","Portugal","50+"
"OLI - Oliveira & Irmão","oli-world.com","Micro Molding","Portugal","50+"
"Oliveira & Irmao","oliveirairmao.com","Micro Molding","Portugal","50+"
"Planimolde","planimolde.pt","Micro Molding","Portugal","50+"
"Plasfil - Plásticos da Figueira","plasfil.pt","Micro Molding","Portugal","50+"
"PLASFIL - Plásticos da Figueira, SA (CIE Plasfil)","cieplasfil.pt","Micro Molding","Portugal","50+"
"Plastimago","plastimago.pt","Micro Molding","Portugal","50+"
"Plastirso","plastirso.pt","Micro Molding","Portugal","50+"
"Polisport","polisport.com","Micro Molding","Portugal","50+"
"Procalçado, S.A.","procalcado.com","Micro Molding","Portugal","50+"
"Rena","rena.com.pt","Micro Molding","Portugal","50+"
"Ribermold","ribermold.pt","Micro Molding","Portugal","50+"
"Silvex","silvex.pt","Micro Molding","Portugal","50+"
"Simoldes Group","simoldes.com","Micro Molding","Portugal","50+"
"Simplastic","simplastic.pt","Micro Molding","Portugal","50+"
"Socem Group","socem.pt","Micro Molding","Portugal","50+"
"Sodecia","sodecia.com","Micro Molding","Portugal","50+"
"SOPLAST","soplast.com","Micro Molding","Portugal","50+"
"Sotancro","sotancro.pt","Micro Molding","Portugal","50+"
"Steelplus","steelplus.pt","Micro Molding","Portugal","50+"
"Tecnimoplás","tecnimoplas.pt","Micro Molding","Portugal","50+"
"TJ Moldes","tjmoldes.pt","Micro Molding","Portugal","50+"
"Vangest Group","vangest.com","Micro Molding","Portugal","50+"
"Vipex","vipex.pt","Micro Molding","Portugal","50+"
"Aiscan","aiscan.com","Micro Molding","Spain","50+"
"Ajusa","ajusa.online","Micro Molding","Spain","50+"
"AKO Electromecanica","ako.com","Micro Molding","Spain","50+"
"Algontec","algontec.es","Micro Molding","Spain","50+"
"Aludec","aludec.com","Micro Molding","Spain","50+"
"Aplicaciones Tecnologicas","at3w.com","Micro Molding","Spain","50+"
"Araven","araven.com","Micro Molding","Spain","50+"
"Arcol","arcol.es","Micro Molding","Spain","50+"
"ARIES","aries-ipsa.com","Micro Molding","Spain","50+"
"Arneplant","arneplant.com","Micro Molding","Spain","50+"
"Azimut Electronics","azimutelectronics.com","Micro Molding","Spain","50+"
"Betapack","betapack.es","Micro Molding","Spain","50+"
"Bexen Cardio","bexencardio.com","Micro Molding","Spain","50+"
"Bexen Medical","bexen.com","Micro Molding","Spain","50+"
"Bexen Medical","bexenmedical.com","Micro Molding","Spain","50+"
"Bimedica","bimedica.com","Micro Molding","Spain","50+"
"Biosystems","biosystems.es","Micro Molding","Spain","50+"
"BTI Biotechnology Institute","bti-biotechnologyinstitute.com","Micro Molding","Spain","50+"
"Cablerias Group","cableriasgroup.com","Micro Molding","Spain","50+"
"Caudal","caudal.es","Micro Molding","Spain","50+"
"CEFA Celulosa Fabril","cefa.es","Micro Molding","Spain","50+"
"Certest Biotec","certest.es","Micro Molding","Spain","50+"
"Cikautxo","cikautxo.es","Micro Molding","Spain","50+"
"Circutor","circutor.com","Micro Molding","Spain","50+"
"Cirprotec","cirprotec.com","Micro Molding","Spain","50+"
"Clarton Horn","clartonhorn.com","Micro Molding","Spain","50+"
"CMP Automotive Group","cmpautomotive.es","Micro Molding","Spain","50+"
"Coexpan","coexpan.com","Micro Molding","Spain","50+"
"Condepols S.A.","condepols.es","Micro Molding","Spain","50+"
"Congost Plastic","congostplastic.com","Micro Molding","Spain","50+"
"Createch Medical","createchmedical.com","Micro Molding","Spain","50+"
"Deltalab","deltalabgroup.com","Micro Molding","Spain","50+"
"Deltalab","deltalab.es","Micro Molding","Spain","50+"
"Duplach","duplach.com","Micro Molding","Spain","50+"
"Ecenarro","ecenarro.com","Micro Molding","Spain","50+"
"ECOcero","ecocero.com","Micro Molding","Spain","50+"
"ERREKA Plastics","errekaplastics.com","Micro Molding","Spain","50+"
"Erum Group","erumgroup.com","Micro Molding","Spain","50+"
"Eurocir","eurocir.com","Micro Molding","Spain","50+"
"Eversia","eversia.es","Micro Molding","Spain","50+"
"Fanox Electronic Protection Relays","fanox.com","Micro Molding","Spain","50+"
"Fermax","fermax.com","Micro Molding","Spain","50+"
"Fersa Bearings","fersaonline.com","Micro Molding","Spain","50+"
"Fluidra","fluidra.com","Micro Molding","Spain","50+"
"Fluitecnik","fluitecnik.com","Micro Molding","Spain","50+"
"Galfer","galfer.com","Micro Molding","Spain","50+"
"Galimplant","galimplant.com","Micro Molding","Spain","50+"
"Gaviota Group","gaviotagroup.com","Micro Molding","Spain","50+"
"Gaviota Simbac","gaviotasimbac.com","Micro Molding","Spain","50+"
"Gorlan","gorlan.com","Micro Molding","Spain","50+"
"Grifols","grifols.com","Micro Molding","Spain","50+"
"Grupo Armando Alvarez","aalvarez.com","Micro Molding","Spain","50+"
"Grupo Consist, S.A.","grupoconsist.com","Micro Molding","Spain","50+"
"Grupo Empresarial MYPA","gemypa.com","Micro Molding","Spain","50+"
"Grupo GPF Plasticos Ferro","grupoplasticosferro.com","Micro Molding","Spain","50+"
"Grupo Gravalos","gravalos-sa.com","Micro Molding","Spain","50+"
"Grupo Marsan","grupomarsan.com","Micro Molding","Spain","50+"
"Grupo REVI","grupo-revi.com","Micro Molding","Spain","50+"
"Grupo Sanz","gruposanz.es","Micro Molding","Spain","50+"
"Hersill","hersill.com","Micro Molding","Spain","50+"
"Hidroten","hidroten.com","Micro Molding","Spain","50+"
"Horizons Optical","horizonsoptical.com","Micro Molding","Spain","50+"
"Iberhospitex","iberhospitex.com","Micro Molding","Spain","50+"
"IDNEO","idneo.com","Micro Molding","Spain","50+"
"Ilerimplant (GMI Implants)","ilerimplant.com","Micro Molding","Spain","50+"
"InCom Group","incomgroup.es","Micro Molding","Spain","50+"
"Indea Group","indea-group.com","Micro Molding","Spain","50+"
"Indo Optical","indooptical.com","Micro Molding","Spain","50+"
"Indo Optical","indo.es","Micro Molding","Spain","50+"
"Industrias Alegre","ialegre.com","Micro Molding","Spain","50+"
"Industrias Alegre","industriasalegre.com","Micro Molding","Spain","50+"
"Ingenieria Magnetica Aplicada (IMA Magnets)","imamagnets.com","Micro Molding","Spain","50+"
"Injusa","injusa.com","Micro Molding","Spain","50+"
"Inoxcrom","inoxcrom.com","Micro Molding","Spain","50+"
"Inplasa","inplasa.es","Micro Molding","Spain","50+"
"Inteplast","inteplast.es","Micro Molding","Spain","50+"
"Interflex","interflex.es","Micro Molding","Spain","50+"
"IPD Dental Group","ipd2004.com","Micro Molding","Spain","50+"
"Italsan","italsan.com","Micro Molding","Spain","50+"
